ProductNo,ProductName,TotalRevenue,TotalQuantity,Category,RevenuePct
23418,Lavender Toilette Bottle,6572.08,557,B - Moderate Sellers,0.010826149413768133
23406,Home Sweet Home Key Holder,6569.14,456,B - Moderate Sellers,0.010821306368754
23085,Antique Silver Bauble Lamp,6542.34,372,B - Moderate Sellers,0.010777158883591162
23128,Feltcraft Boy Jean-Paul Kit,6524.99,452,B - Moderate Sellers,0.010748578328830891
23009,I Love London Baby Gift Set,6524.75,260,B - Moderate Sellers,0.010748182978217493
22742,Make Your Own Playtime Card Kit,6524.610000000001,641,B - Moderate Sellers,0.010747952357026346
22905,Calendar In Season Design,6483.7300000000005,581,B - Moderate Sellers,0.010680610969210792
22233,Jigsaw Rabbit And Birdhouse,6483.469999999999,597,B - Moderate Sellers,0.010680182672712943
23490,T-Light Holder Hanging Love Bird,6480.089999999999,542,B - Moderate Sellers,0.010674614818240911
22181,Snowstorm Photo Frame Fridge Magnet,6475.639999999999,591,B - Moderate Sellers,0.010667284358950814
21272,Salle De Bain Hook,6471.719999999999,553,B - Moderate Sellers,0.010660826965598637
84754,S/15 Silver Glass Baubles In Bag,6463.44,558,B - Moderate Sellers,0.010647187369436388
72225C,Lavender Scent Cake Candle,6463.200000000001,624,B - Moderate Sellers,0.01064679201882299
82599,Fanny's Rest Stopmetal Sign,6454.21,508,B - Moderate Sellers,0.010631982843762768
23473,Woodland Small Red Felt Heart,6445.299999999999,652,B - Moderate Sellers,0.010617305452240346
21356,Toast Its - Fairy Flower,6434.469999999999,617,B - Moderate Sellers,0.010599465255810736
22261,Felt Egg Cosy White Rabbit,6424.21,584,B - Moderate Sellers,0.01058256401708795
84356,Pompom Curtain,6414.4800000000005,424,B - Moderate Sellers,0.010566535844303084
22116,Metal Sign His Dinner Is Served,6404.57,573,B - Moderate Sellers,0.010550211158558169
22473,Tv Dinner Tray Vintage Paisley,6399.79,505,B - Moderate Sellers,0.010542337092174649
21643,Assorted Tutti Frutti Mirror,6399.11,550,B - Moderate Sellers,0.010541216932103352
22760,Tray Breakfast In Bed,6397.61,275,B - Moderate Sellers,0.01053874599076961
23253,16 Piece Cutlery Set Pantry Design,6396.86,258,B - Moderate Sellers,0.01053751052010274
79030D,Tumbler Baroque,6377.870000000001,587,B - Moderate Sellers,0.01050622840281758
85049D,Bright Blues Ribbons,6367.0199999999995,551,B - Moderate Sellers,0.01048835526050352
84313C,Orange Tv Tray Table,6361.53,504,B - Moderate Sellers,0.01047931161522203
22821,Gift Bag Psychedelic Apples,6348.08,1158,B - Moderate Sellers,0.010457155507929486
85016,Set Of 6 Vintage Notelets Kit,6346.28,563,B - Moderate Sellers,0.010454190378328995
72127,Columbian Candle Round,6344.839999999999,581,B - Moderate Sellers,0.010451818274648602
84596E,Small Licorice Des Pink Bowl,6341.72,575,B - Moderate Sellers,0.010446678716674424
85130D,Beaded Crystal Heart Pink Large,6338.67,565,B - Moderate Sellers,0.010441654469295816
22691,Doormat Welcome Sunrise,6338.66,372,B - Moderate Sellers,0.01044163799635359
23065,Large Deco Jewellery Stand,6334.009999999999,274,B - Moderate Sellers,0.010433978078218994
21454,Painted Pink Rabbit,6315.79,573,B - Moderate Sellers,0.010403964377485154
47574A,English Rose Scented Hanging Flower,6310.24,549,B - Moderate Sellers,0.010394821894550313
22363,Glass Jar Marmalade,6307.339999999999,484,B - Moderate Sellers,0.01039004474130508
15060B,Fairy Cake Design Umbrella,6291.4,436,B - Moderate Sellers,0.010363786871398526
47021G,Set/6 Bead Coasters Gauze Bag Gold,6282.64,582,B - Moderate Sellers,0.010349356574009481
22223,Cake Plate Lovebird Pink,6276.97,441,B - Moderate Sellers,0.010340016415767938
22318,Five Heart Hanging Decoration,6273.5,462,B - Moderate Sellers,0.010334300304815884
22684,French Blue Metal Door Sign 9,6241.45,543,B - Moderate Sellers,0.010281504524984953
21043,Apron Modern Vintage Cotton,6236.37,494,B - Moderate Sellers,0.010273136270334684
22660,Doormat I Love London,6225.3,364,B - Moderate Sellers,0.010254900723291676
22229,Bunny Wooden Painted With Flower,6214.4,566,B - Moderate Sellers,0.01023694521626649
23398,Hanging Heart Bonheur,6209.87,594,B - Moderate Sellers,0.010229482973438593
84520B,Pack 20 English Rose Paper Napkins,6199.41,554,B - Moderate Sellers,0.010212252275871306
20665,Red Retrospot Purse,6192.25,458,B - Moderate Sellers,0.01020045764923825
23528,Wall Art Spaceboy,6191.86,478,B - Moderate Sellers,0.010199815204491477
72803A,Rose Scent Candle Jewelled Drawer,6191.43,531,B - Moderate Sellers,0.010199106867975805
15044A,Pink Paper Parasol,6184.78,464,B - Moderate Sellers,0.010188152361396221
22199,Frying Pan Red Retrospot,6174.95,467,B - Moderate Sellers,0.010171959459189105
22891,Tea For One Polkadot,6172.099999999999,424,B - Moderate Sellers,0.010167264670654996
72598,Set/12 Taper Candles,6156.39,607,B - Moderate Sellers,0.010141385678419618
22853,Cat Bowl Vintage Cream,6141.28,472,B - Moderate Sellers,0.010116495062717733
21617,4 Lily Botanical Dinner Candles,6131.849999999999,501,B - Moderate Sellers,0.010100961078199614
84596J,Mixed Nuts Light Green Bowl,6125.5199999999995,568,B - Moderate Sellers,0.010090533705771228
72800E,4 Ivory Dinner Candles Silver Flock,6112.8,536,B - Moderate Sellers,0.010069580123261104
23111,Parisienne Sewing Box,6093.55,295,B - Moderate Sellers,0.010037869709478097
22894,Tablecloth Red Apples Design,6089.75,305,B - Moderate Sellers,0.010031609991432619
22260,Felt Egg Cosy Blue Rabbit,6088.67,550,B - Moderate Sellers,0.010029830913672325
84926A,Wake Up Cockerel Tile Coaster,6087.67,604,B - Moderate Sellers,0.010028183619449831
22794,Sweetheart Wire Magazine Rack,6086.389999999999,326,B - Moderate Sellers,0.010026075082845037
37495,Fairy Cake Birthday Candle Set,6083.24,436,B - Moderate Sellers,0.010020886106044184
23412,Heart Mirror Antique White,6083.200000000001,358,B - Moderate Sellers,0.010020820214275285
85114B,Ivory Enchanted Forest Placemat,6078.26,514,B - Moderate Sellers,0.010012682580816164
23064,Cinderella Chandelier,6075.6900000000005,221,B - Moderate Sellers,0.010008449034664356
23524,Wall Art Horse & Pony,6064.47,481,B - Moderate Sellers,0.009989966393487973
22911,Paper Chain Kit London,6060.79,465,B - Moderate Sellers,0.009983904350749194
84422,Pink/Blue Disc/Mirror String,6051.88,566,B - Moderate Sellers,0.009969226959226772
84968A,Set Of 16 Vintage Rose Cutlery,6040.7699999999995,270,B - Moderate Sellers,0.009950925520414863
22278,Overnight Bag Vintage Rose Paisley,6033.14,403,B - Moderate Sellers,0.009938356665497236
23568,Egg Cup Henrietta Hen Cream,6032.74,600,B - Moderate Sellers,0.009937697747808238
85034A,3 Gardenia Morris Boxed Candles,6026.339999999999,504,B - Moderate Sellers,0.009927155064784275
22701,Pink Dog Bowl,5986.73,542,B - Moderate Sellers,0.00986190574063129
17012B,Origami Jasmine Incense/Candle Set,5986.12,525,B - Moderate Sellers,0.009860900891155568
20886,Box Of 9 Pebble Candles,5982.42,485,B - Moderate Sellers,0.009854805902532342
21622,Vintage Union Jack Cushion Cover,5981.4,386,B - Moderate Sellers,0.009853125662425397
35004C,Set Of 3 Coloured Flying Ducks,5975.28,394,B - Moderate Sellers,0.009843044221783734
90058B,Crystal Stud Earrings Assorted Col,5968.4400000000005,576,B - Moderate Sellers,0.009831776729301876
22057,Ceramic Plate Strawberry Design,5963.11,584,B - Moderate Sellers,0.009822996651095983
21775,Decorative Flore Bathroom Bottle,5943.54,515,B - Moderate Sellers,0.009790759103161777
22756,Large Yellow Babushka Notebook,5922.16,599,B - Moderate Sellers,0.009755539952684855
22827,Rustic Seventeen Drawer Sideboard,5909.13,35,B - Moderate Sellers,0.00973407570896576
84849D,Hot Baths Soap Holder,5907.02,492,B - Moderate Sellers,0.009730599918156297
21062,Party Invites Spaceman,5896.86,537,B - Moderate Sellers,0.009713863408855758
23512,Embroidered Ribbon Reel Rosie,5895.679999999999,494,B - Moderate Sellers,0.009711919601673214
22135,Mini Ladle Love Heart Pink,5895.54,562,B - Moderate Sellers,0.009711688980482065
22265,Easter Decoration Natural Chick,5890.12,540,B - Moderate Sellers,0.009702760645796149
23216,Laurel Heart Antique Gold,5883.94,525,B - Moderate Sellers,0.009692580367501136
35598B,Black Christmas Tree 60cm,5869.57,558,B - Moderate Sellers,0.009668908749523896
23695,Doily Thank You Card,5855.1,765,B - Moderate Sellers,0.009645072402124411
21204,Daisies Honeycomb Garland,5849.44,499,B - Moderate Sellers,0.009635748716825094
23394,Poste France Cushion Cover,5803.86,435,B - Moderate Sellers,0.009560665046163819
85019B,Blossom Images Notebook Set,5789.999999999999,512,B - Moderate Sellers,0.009537833548240051
23003,Travel Card Wallet Vintage Rose,5787.12,542,B - Moderate Sellers,0.00953308934087927
85180A,Red Hearts Light Chain,5770.389999999999,467,B - Moderate Sellers,0.009505530108536945
22165,Diamante Heart Shaped Wall Mirror,5768.33,414,B - Moderate Sellers,0.009502136682438609
84519A,Tomato Charlie+Lola Coaster Set,5761.219999999999,488,B - Moderate Sellers,0.009490424420516676
17013D,Origami Rose Incense In Tube,5757.97,535,B - Moderate Sellers,0.009485070714293572
22559,Seaside Flying Disc,5734.719999999999,506,B - Moderate Sellers,0.009446771123620586
22953,Birthday Party Cordon Barrier Tape,5724.4,500,B - Moderate Sellers,0.00942977104724445
21063,Party Invites Jazz Hearts,5720.96,527,B - Moderate Sellers,0.00942410435511907
22525,Childrens Garden Gloves Pink,5696.48,491,B - Moderate Sellers,0.009383778592552417
44235,Assorted Coloured Circle Mobile,5690.189999999999,539,C - Slow Movers,0.009373417111892927
85186C,Bunny Egg Garland,5687.599999999999,528,C - Slow Movers,0.00936915061985667
23452,Heart Mini Portrait Frame,5681.76,518,C - Slow Movers,0.009359530421597307
23419,Home Sweet Home Bottle,5672.15,472,C - Slow Movers,0.009343699924119138
22782,Set 3 Wicker Storage Baskets,5665.17,241,C - Slow Movers,0.009332201810446132
21534,Dairy Maid Large Milk Jug,5658.07,376,C - Slow Movers,0.009320506021466423
84031A,Charlie+Lola Red Hot Water Bottle,5649.74,428,C - Slow Movers,0.00930678406059305
23054,Recycled Acapulco Mat Lavender,5638.83,296,C - Slow Movers,0.00928881208062564
35651,Vintage Bead Pink Scarf,5632.43,451,C - Slow Movers,0.00927826939760168
22283,6 Egg House Painted Wood,5628.36,299,C - Slow Movers,0.009271564910116128
84976,Rectangular Shaped Mirror,5617.29,512,C - Slow Movers,0.009253329363073121
72807A,Set/3 Rose Candle In Jewelled Box,5592.3,402,C - Slow Movers,0.009212163480452997
23046,Paper Lantern 9 Point Deluxe Star,5589.31,347,C - Slow Movers,0.00920723807072774
22200,Frying Pan Pink Polkadot,5587.15,397,C - Slow Movers,0.00920367991520715
23514,Embroidered Ribbon Reel Sally,5585.84,471,C - Slow Movers,0.009201521959775685
22068,Black Pirate Treasure Chest,5582.76,530,C - Slow Movers,0.009196448293570404
21913,Vintage Seaside Jigsaw Puzzles,5581.84,398,C - Slow Movers,0.00919493278288571
75131,Metal Tube Chime On Bamboo,5562.83,490,C - Slow Movers,0.009163617719716098
21747,Small Skull Windmill,5556.04,485,C - Slow Movers,0.009152432591945366
37482P,Cubic Mug Pink Polkadot,5549.43,506,C - Slow Movers,0.00914154397713468
23527,Wall Art Animals And Nature,5543.71,421,C - Slow Movers,0.009132121454182015
22123,Ping Microwave Apron,5538.7699999999995,483,C - Slow Movers,0.009123983820722895
23341,Pink Diner Wall Clock,5532.16,308,C - Slow Movers,0.009113095205912209
21042,Red Retrospot Apron,5525.4800000000005,335,C - Slow Movers,0.00910209128050595
22216,T-Light Holder White Lace,5519.05,564,C - Slow Movers,0.009091499178655314
23357,Hot Water Bottle Sex Bomb,5516.54,453,C - Slow Movers,0.009087364470156853
72807B,Set/3 Ocean Scent Candle Jewel Box,5507.94,401,C - Slow Movers,0.009073197739843405
22498,Wooden Regatta Bunting,5505.75,334,C - Slow Movers,0.009069590165496143
37500,Tea Time Teapot In Gift Box,5505.11,368,C - Slow Movers,0.009068535897193747
23401,Rustic Mirror With Lace Heart,5501.88,459,C - Slow Movers,0.009063215136855093
22362,Glass Jar Peacock Bath Salts,5500.68,412,C - Slow Movers,0.0090612383837881
22482,Blue Tea Towel Classic Design,5479.82,478,C - Slow Movers,0.009026875826306874
21897,Potting Shed Candle Citronella,5450.82,405,C - Slow Movers,0.00897910429385455
22341,Love Garland Painted Zinc,5449.59,453,C - Slow Movers,0.008977078121960884
23325,Rustic Strawberry Jam Pot Small,5445.2,462,C - Slow Movers,0.008969846500324133
85173,Set/6 Frog Prince T-Light Candles,5444.64,477,C - Slow Movers,0.008968924015559538
22852,Dog Bowl Vintage Cream,5441.24,390,C - Slow Movers,0.008963323215203057
21846,Pink Diamante Pen In Gift Box,5438.13,424,C - Slow Movers,0.0089582001301711
21352,Eucalyptus & Pinecone Wreath,5422.62,378,C - Slow Movers,0.008932650596780221
22453,Measuring Tape Babushka Blue,5422.4800000000005,444,C - Slow Movers,0.008932419975589072
22471,Tv Dinner Tray Air Hostess,5416.65,419,C - Slow Movers,0.008922816250271932
21812,Garland With Hearts And Bells,5414.29,372,C - Slow Movers,0.008918928635906846
22121,Noel Wooden Block Letters,5397.82,351,C - Slow Movers,0.00889179770006237
84625A,Pink New Baroquecandlestick Candle,5396.18,478,C - Slow Movers,0.00888909613753748
21520,Booze & Women Greeting Card,5376.67,504,C - Slow Movers,0.008856957427256623
21202,Dolly Honeycomb Garland,5369.099999999999,475,C - Slow Movers,0.008844487409992342
22215,Cake Stand White Two Tier Lace,5366.17,342,C - Slow Movers,0.008839660837920437
85159A,Black Tea Coffee Sugar Jars,5361.49,453,C - Slow Movers,0.008831951500959164
85130C,Beaded Crystal Heart Blue Large,5339.92,483,C - Slow Movers,0.00879641936457997
22981,Pantry Apple Corer,5336.37,471,C - Slow Movers,0.008790571470090115
22246,Magic Garden Felt Garland,5332.18,431,C - Slow Movers,0.008783669307297867
85170D,Set/6 Pink Bird T-Light Candles,5326.63,450,C - Slow Movers,0.008774526824363025
21194,Pink Honeycomb Paper Fan,5318.8,487,C - Slow Movers,0.008761628510600897
79160,Heart Shape Wireless Doorbell,5310.7,446,C - Slow Movers,0.008748285427398696
23391,I Love London Mini Backpack,5291.89,388,C - Slow Movers,0.008717299823073585
21470,Flower Vine Raffia Food Cover,5290.38,383,C - Slow Movers,0.008714812408797618
35971,Rose Folkart Heart Decorations,5285.2699999999995,462,C - Slow Movers,0.008706394735320673
84951A,Set Of 4 Pistachio Lovebird Coaster,5277.17,476,C - Slow Movers,0.008693051652118474
23125,6pc Wood Plate Set Disposable,5272.33,459,C - Slow Movers,0.008685078748081602
22259,Felt Farm Animal Hen,5271.04,481,C - Slow Movers,0.008682953738534584
21061,Party Invites Football,5267.95,485,C - Slow Movers,0.008677863599387079
22183,Cake Stand Victorian Filigree Med,5263.65,322,C - Slow Movers,0.008670780234230353
85059,French Enamel Water Basin,5262.0599999999995,402,C - Slow Movers,0.008668161036416589
23427,Stool Home Sweet Home,5248.8,238,C - Slow Movers,0.008646317915026321
16049,Teatime Gel Pens Asst,5248.8,504,C - Slow Movers,0.008646317915026321
20658,Red Retrospot Luggage Tag,5244.44,445,C - Slow Movers,0.008639135712216245
84519B,Carrot Charlie+Lola Coaster Set,5241.969999999999,447,C - Slow Movers,0.008635066895486683
22913,Red Coat Rack Paris Fashion,5238.61,351,C - Slow Movers,0.008629531986899105
20707,Crazy Daisy Heart Decoration,5218.379999999999,464,C - Slow Movers,0.008596207224778052
21291,Small Polkadot Chocolate Gift Bag,5217.98,935,C - Slow Movers,0.008595548307089055
22288,Hanging Metal Rabbit Decoration,5210.16,451,C - Slow Movers,0.008582666466269153
22541,Mini Jigsaw Leap Frog,5208.679999999999,504,C - Slow Movers,0.008580228470819861
22031,Botanical Lavender Birthday Card,5208.0199999999995,503,C - Slow Movers,0.008579141256633014
84880,White Wire Egg Holder,5205.6900000000005,314,C - Slow Movers,0.008575303061094606
22280,Pocket Bag Pink Paisely Brown Spot,5190.799999999999,465,C - Slow Movers,0.008550774850121668
21792,Classic French Style Basket Green,5181.780000000001,351,C - Slow Movers,0.008535916256234774
22591,Cardholder Gingham Christmas Tree,5178.9400000000005,405,C - Slow Movers,0.008531237940642892
22203,Milk Pan Red Retrospot,5157.28,403,C - Slow Movers,0.008495557547783672
21373,Mirrored Wall Art Snowflakes,5156.92,512,C - Slow Movers,0.008494964521863574
84625C,Blue New Baroque Candlestick Candle,5151.37,449,C - Slow Movers,0.008485822038928732
22519,Childs Garden Brush Pink,5150.160000000001,412,C - Slow Movers,0.008483828812919517
22820,Gift Bag Birthday,5123.78,940,C - Slow Movers,0.008440373191330123
20835,French Lattice Cushion Cover,5114.01,452,C - Slow Movers,0.008424279126776358
84580,Mouse Toy With Pink T-Shirt,5111.36,387,C - Slow Movers,0.008419913797086748
84827,Ass Des Phone Sponge Craft Sticker,5100.29,511,C - Slow Movers,0.008401678250043742
20752,Blue Polkadot Washing Up Gloves,5096.59,413,C - Slow Movers,0.008395583261420514
84796B,Blue Savannah Picnic Hamper For 2,5077.7699999999995,256,C - Slow Movers,0.008364581184153176
84569D,Pack 6 Heart/Ice-Cream Patches,5069.73,443,C - Slow Movers,0.008351336938604325
21219,Set/4 Badges Balloon Girl,5067.7,448,C - Slow Movers,0.008347992931332662
21706,Folding Umbrella Red/White Polkadot,5064.74,347,C - Slow Movers,0.008343116940434079
22277,Cosmetic Bag Vintage Rose Paisley,5041.31,416,C - Slow Movers,0.008304520836801048
16052,Teatime Push Down Rubber,5026.01,479,C - Slow Movers,0.00827931723519689
47580,Tea Time Des Tea Cosy,5022.41,387,C - Slow Movers,0.00827338697599591
21446,12 Red Rose Peg Place Settings,5017.66,453,C - Slow Movers,0.008265562328439065
22459,Cast Iron Hook Garden Trowel,5000.48,386,C - Slow Movers,0.008237261813696618
22375,Airline Bag Vintage Jet Set Brown,4993.21,353,C - Slow Movers,0.008225285984699087
21424,Woodland Storage Box Large,4982.2,346,C - Slow Movers,0.008207149275309428
85169C,Eau De Nil Love Bird Candle,4968.36,440,C - Slow Movers,0.008184350723270112
22038,Botanical Lavender Gift Wrap,4960.75,475,C - Slow Movers,0.008171814814236934
21618,4 Wildflower Botanical Candles,4950.969999999999,406,C - Slow Movers,0.00815570427674094
35809A,Enamel Pink Tea Container,4946.429999999999,430,C - Slow Movers,0.008148225560970819
21717,Easter Tin Bucket,4932.74,391,C - Slow Movers,0.008125674103064877
23022,Small Bonne Jam Jar T-Light Holder,4930.32,422,C - Slow Movers,0.008121687651046441
75178,Asstd Col Butterfly/Crystal W/Chime,4923.5,459,C - Slow Movers,0.008110453104449033
22393,Paperweight Vintage Collage,4874.889999999999,512,C - Slow Movers,0.008030378132293601
16156L,Wrap Carousel,4871.0,475,C - Slow Movers,0.0080239701577681
21292,Small Stripes Chocolate Gift Bag,4870.28,867,C - Slow Movers,0.008022784105927903
84884A,Ant White Wire Heart Spiral,4867.66,339,C - Slow Movers,0.00801846819506497
23066,Small Deco Jewellery Stand,4846.9800000000005,259,C - Slow Movers,0.007984402150543794
22073,Red Retrospot Storage Jar,4820.08,336,C - Slow Movers,0.007940089935958707
21735,Two Door Curio Cabinet,4814.82,212,C - Slow Movers,0.00793142516834839
23324,Rustic Strawberry Jam Pot Large,4797.49,393,C - Slow Movers,0.007902877559472568
17012F,Origami Sandlewood Incense/Cand Set,4795.75,448,C - Slow Movers,0.007900011267525429
22446,Pin Cushion Babushka Pink,4794.36,430,C - Slow Movers,0.007897721528556162
21306,Set/4 Daisy Mirror Magnets,4786.070000000001,471,C - Slow Movers,0.007884065459451688
22414,Doormat Neighbourhood Witch,4782.7699999999995,282,C - Slow Movers,0.007878629388517456
35967,Folk Art Metal Star T-Light Holder,4781.55,483,C - Slow Movers,0.007876619689566015
23316,Red Refectory Clock,4771.83,251,C - Slow Movers,0.007860607989723375
23407,Set Of 2 Trays Home Sweet Home,4767.74,266,C - Slow Movers,0.007853870556353374
84951B,Set Of 4 Black Lovebird Coasters,4761.99,450,C - Slow Movers,0.007844398614574033
21693,Small Hammered Silver Candlepot,4754.83,373,C - Slow Movers,0.007832603987940976
23072,Marie Antoinette Trinket Box Silver,4728.0199999999995,334,C - Slow Movers,0.007788440029835912
22589,Cardholder Gingham Star,4722.610000000001,373,C - Slow Movers,0.007779528168092221
22829,Sweetheart Wire Wall Tidy,4720.55,229,C - Slow Movers,0.0077761347419938835
21926,Red/Cream Stripe Cushion Cover,4712.299999999999,414,C - Slow Movers,0.007762544564658306
22167,Oval Wall Mirror Diamante,4707.74,236,C - Slow Movers,0.0077550329030037345
23538,Wall Art Vintage Heart,4701.049999999999,331,C - Slow Movers,0.007744012504655249
17012D,Origami Rose Incense/Candle Set,4699.83,463,C - Slow Movers,0.007742002805703809
84559A,3d Sheet Of Dog Stickers,4699.12,423,C - Slow Movers,0.007740833226805836
22182,Cake Stand Victorian Filigree Small,4697.71,350,C - Slow Movers,0.007738510541952121
21807,White Christmas Star Decoration,4693.68,439,C - Slow Movers,0.007731871946235471
22309,Tea Cosy Red Stripe,4692.47,366,C - Slow Movers,0.007729878720226253
85019A,Romantic Images Notebook Set,4682.66,414,C - Slow Movers,0.007713718763903587
72802A,Rose Scent Candle In Jewelled Box,4677.69,331,C - Slow Movers,0.007705531711617791
22127,Party Cones Carnival Assorted,4658.57,404,C - Slow Movers,0.0076740354460837065
23518,Embroidered Ribbon Reel Rachel,4652.09,361,C - Slow Movers,0.007663360979521947
21688,Silver Plate Candle Bowl Small,4652.05,348,C - Slow Movers,0.007663295087753047
23523,Wall Art Treasure Ahoy,4651.39,360,C - Slow Movers,0.0076622078735662
85087,Candy Spot Cushion Cover,4632.09,339,C - Slow Movers,0.007630415095072066
22067,Choc Truffle Gold Trinket Pot,4628.15,412,C - Slow Movers,0.00762392475583544
21925,Union Stripe Cushion Cover,4627.33,403,C - Slow Movers,0.007622573974572996
23139,Single Wire Hook Pink Heart,4625.719999999999,415,C - Slow Movers,0.0076199218308747796
21311,Set/4 Bird Mirror Magnets,4624.4400000000005,437,C - Slow Movers,0.007617813294269989
21288,Stripey Chocolate Nesting Boxes,4614.7699999999995,356,C - Slow Movers,0.00760188395913847
17012C,Origami Lavender Incense/Candl Set,4613.08,421,C - Slow Movers,0.0075991000319024565
21358,Toast Its - Happy Birthday,4606.5199999999995,409,C - Slow Movers,0.007588293781802895
47469,Assorted Shapes Photo Clip Silver,4596.2300000000005,497,C - Slow Movers,0.007571343124253434
23521,Wall Art Cat And Bird,4591.56,412,C - Slow Movers,0.007563650260234388
20716,Party Food Shopper Bag,4581.37,400,C - Slow Movers,0.007546864332107172
22136,Love Heart Sock Hanger,4567.78,379,C - Slow Movers,0.00752447760362348
21537,Red Retrospot Pudding Bowl,4558.19,333,C - Slow Movers,0.007508680052029763
23071,Marie Antoinette Trinket Box Gold,4555.34,319,C - Slow Movers,0.007503985263495656
22518,Childs Garden Brush Blue,4542.240000000001,365,C - Slow Movers,0.007482405709180985
21262,White Goose Feather Christmas Tree,4531.8,335,C - Slow Movers,0.007465207957498148
22928,Yellow Giant Garden Thermometer,4530.070000000001,285,C - Slow Movers,0.007462358138493234
20868,Silver Fabric Mirror,4525.43,456,C - Slow Movers,0.007454714693300861
21785,Rain Poncho,4500.87,412,C - Slow Movers,0.007414257147196409
47310M,Small Pop Box Funky Monkey,4494.58,407,C - Slow Movers,0.007403895666536922
22069,Brown Pirate Treasure Chest,4483.36,411,C - Slow Movers,0.007385413025360539
84558A,3d Dog Picture Playing Cards,4478.2699999999995,338,C - Slow Movers,0.007377028297768044
23058,Christmas Hanging Snowflake,4475.6,478,C - Slow Movers,0.007372630022193987
21781,Ma Campagne Cutlery Box,4475.4800000000005,169,C - Slow Movers,0.007372432346887288
23482,Pearlised Ivory Heart Large,4473.3,405,C - Slow Movers,0.007368841245482251
21187,White Bell Honeycomb Paper Garland,4470.74,371,C - Slow Movers,0.007364624172272665
21820,Glitter Heart Garland With Bells,4463.889999999999,331,C - Slow Movers,0.007353340206848581
23107,White Hearts Wire Plant Pot Holder,4463.31,359,C - Slow Movers,0.007352384776199536
23219,Laurel Star Antique Silver,4455.7,424,C - Slow Movers,0.0073398488671663565
22032,Botanical Lily Greeting Card,4454.58,427,C - Slow Movers,0.007338003897637163
21723,Alphabet Hearts Sticker Sheet,4439.99,401,C - Slow Movers,0.007313969874930976
21724,Panda And Bunnies Sticker Sheet,4434.19,407,C - Slow Movers,0.007304415568440511
85036B,Chocolate 1 Wick Morris Box Candle,4425.62,370,C - Slow Movers,0.007290298256953738
21407,Brown Check Cat Doorstop,4421.07,290,C - Slow Movers,0.00728280306824139
22119,Peace Wooden Block Letters,4419.09,339,C - Slow Movers,0.007279541425680853
21060,Party Invites Balloon Girl,4415.5,404,C - Slow Movers,0.007273627639422099
84926F,Psychedelic Tile Coaster,4409.86,430,C - Slow Movers,0.0072643369000072325
72799E,Ivory Pillar Candle Silver Flock,4406.0,452,C - Slow Movers,0.007257978344308406
77101A,Union Flag Windsock,4405.360000000001,387,C - Slow Movers,0.007256924076006011
22808,Set Of 6 T-Lights Easter Chicks,4399.900000000001,341,C - Slow Movers,0.007247929849551194
23469,Card Holder Love Bird Small,4397.87,329,C - Slow Movers,0.00724458584227953
21188,3d Hearts Honeycomb Paper Garland,4387.75,326,C - Slow Movers,0.007227915224747891
23565,Egg Cup Milkmaid Helga,4379.11,408,C - Slow Movers,0.007213682602665543
22021,Blue Felt Easter Egg Basket,4366.5,365,C - Slow Movers,0.007192910222519895
85049F,Baby Boom Ribbons,4363.299999999999,378,C - Slow Movers,0.007187638881007913
22472,Tv Dinner Tray Dolly Girl,4351.32,323,C - Slow Movers,0.007167904296222436
22762,Cupboard 3 Drawer Ma Campagne,4345.65,171,C - Slow Movers,0.007158564137980895
84800L,Large White/Pink Rose Art Flower,4344.48,360,C - Slow Movers,0.007156636803740577
23079,Toadstool Bedside Light,4343.700000000001,249,C - Slow Movers,0.007155351914247034
23517,Embroidered Ribbon Reel Rebecca,4342.7300000000005,333,C - Slow Movers,0.007153754038851214
23335,Egg Frying Pan Ivory,4342.46,375,C - Slow Movers,0.00715330926941114
85071D,Charlie+Lola My Room Door Sign,4338.24,403,C - Slow Movers,0.007146357687792215
22788,Brocante Coat Rack,4331.72,220,C - Slow Movers,0.007135617329461556
22106,Mirror Mosaic Hurricane Lamp,4328.49,348,C - Slow Movers,0.0071302965691228985
17084P,Dragons Blood Incense,4323.19,423,C - Slow Movers,0.007121565909743681
35965,Folkart Heart Napkin Rings,4315.77,366,C - Slow Movers,0.007109342986612777
21246,Red Retrospot Big Bowl,4300.86,286,C - Slow Movers,0.007084781829755391
22428,Enamel Fire Bucket Cream,4293.68,253,C - Slow Movers,0.007072954257237885
22797,Chest Of Drawers Gingham Heart,4289.85,163,C - Slow Movers,0.007066645120365733
84535A,English Rose Notebook A6 Size,4281.11,399,C - Slow Movers,0.007052247768861135
79302M,Art Lights Funk Monkey,4273.44,363,C - Slow Movers,0.007039613022174606
84031B,Charlie Lola Blue Hot Water Bottle,4271.32,305,C - Slow Movers,0.007036120758422918
15058B,Pink Polkadot Garden Parasol,4269.6,228,C - Slow Movers,0.007033287412360231
21442,Green Birdhouse Decoration,4251.91,439,C - Slow Movers,0.007004146777564312
22912,Yellow Coat Rack Paris Fashion,4240.93,286,C - Slow Movers,0.006986059487001328
15044C,Purple Paper Parasol,4233.28,314,C - Slow Movers,0.006973457686199248
16258A,Swirly Circular Rubbers In Bag,4219.9,460,C - Slow Movers,0.006951416889502279
85232B,Set Of 3 Babushka Stacking Tins,4213.0,275,C - Slow Movers,0.006940050559367071
